id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
1836,Full highlights from the Jets' 35-8 loss to the Bills in Week 18,USA,,full highlights from the jets 358 loss to the bills in week 18,negative,-0.3182,0.3182,0.55,0,no,0,0.0,0.30387
1837,Big Oil doesn’t share Trump’s dream of making Venezuelan oil great again | CNN Business,USA,,big oil doesnt share trumps dream of making venezuelan oil great again cnn business,positive,0.3553,0.3553,0.425,0,no,0,0.0,0.273105
1838,"NBA China Games 2026: Rockets, Mavericks to meet in October preseason",USA,,nba china games 2026 rockets mavericks to meet in october preseason,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1839,Trinidad Chambliss to return to Ole Miss in 2026 — if he receives waiver,USA,,trinidad chambliss to return to ole miss in 2026 if he receives waiver,negative,-0.1531,0.1531,0.0,0,no,0,0.0,0.053585
1840,"Bears PFF grades: Best, worst players from Week 18 loss vs. Lions",USA,,bears pff grades best worst players from week 18 loss vs lions,negative,-0.296,0.296,0.65,0,no,0,0.0,0.33109999999999995
1841,Texans PFF grades: Top & Bottom defensive players in win vs. Colts,USA,,texans pff grades top bottom defensive players in win vs colts,positive,0.6908,0.6908,0.45,0,no,0,0.0,0.39927999999999997
1842,Ohio State football loses another receiver to the transfer portal,USA,,ohio state football loses another receiver to the transfer portal,negative,-0.3182,0.3182,0.1,0,no,0,0.0,0.14636999999999997
1843,Full highlights from the Bills' 35-8 win over the Jets in Week 18,USA,,full highlights from the bills 358 win over the jets in week 18,positive,0.5859,0.5859,0.475,0,no,0,0.0,0.37131499999999995
1844,Deion Sanders' new boss at Colorado addresses $27 million elephant in the room,USA,,deion sanders new boss at colorado addresses 27 million elephant in the room,neutral,0.0,0.0,0.4545454545454545,0,no,0,0.0,0.15909090909090906
1845,Trio of Florida special teamers hit transfer portal,USA,,trio of florida special teamers hit transfer portal,positive,0.4019,0.4019,0.5714285714285714,0,no,0,0.0,0.340665
1846,"Former Spartan turned Wolverine commits to new, third Big Ten school",USA,,former spartan turned wolverine commits to new third big ten school,neutral,0.0258,0.0258,0.1109090909090909,0,no,0,0.0,0.04784818181818182
1847,Browns GM Andrew Berry does not commit to Shedeur Sanders in 2026,USA,,browns gm andrew berry does not commit to shedeur sanders in 2026,negative,-0.2235,0.2235,0.0,0,no,0,0.0,0.078225
1848,Chargers sign offensive lineman to practice squad ahead of playoffs,USA,,chargers sign offensive lineman to practice squad ahead of playoffs,negative,-0.4588,0.4588,0.0,0,no,0,0.0,0.16057999999999997
1849,Oklahoma Sooners add another tight end via the transfer portal,USA,,oklahoma sooners add another tight end via the transfer portal,neutral,0.0,0.0,0.2857142857142857,0,no,0,0.0,0.09999999999999999
1850,Indianapolis Colts make addition linebacker with offseason underway,USA,,indianapolis colts make addition linebacker with offseason underway,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1851,Trump’s Venezuela raid plunges Greenland and the Western military alliance into uncertainty | CNN,USA,,trumps venezuela raid plunges greenland and the western military alliance into uncertainty cnn,negative,-0.34,0.34,0.05,0,no,0,0.0,0.13649999999999998
1852,Nets' Michael Porter Jr. reacts to beating former Nuggets team,USA,,nets michael porter jr reacts to beating former nuggets team,negative,-0.4588,0.4588,0.0,0,no,0,0.0,0.16057999999999997
1853,Ben Johnson shares latest injury update on Bears CB Kyler Gordon,USA,,ben johnson shares latest injury update on bears cb kyler gordon,negative,-0.1531,0.1531,0.9,0,no,0,0.0,0.368585
1854,Michigan sees third quarterback hit portal as Keene departs,USA,,michigan sees third quarterback hit portal as keene departs,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1855,Raiders sign 12 players to reserve/future deals,USA,,raiders sign 12 players to reservefuture deals,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1856,Mixed messages from Trump and Rubio on who's running Venezuela,USA,,mixed messages from trump and rubio on whos running venezuela,neutral,0.0,0.0,0.25,0,no,0,0.0,0.0875
1857,"Maduro's lawyer, known for being 'meticulous,' previously defended Julian Assange",USA,,maduros lawyer known for being meticulous previously defended julian assange,neutral,0.0,0.0,0.1666666666666666,0,no,0,0.0,0.058333333333333307
1858,Warriors' predicted to land 27-year-old former NBA champion,USA,,warriors predicted to land 27yearold former nba champion,positive,0.5994,0.5994,0.0,0,no,0,0.0,0.20979
1859,Colorado adds a promising James Madison defensive end via portal,USA,,colorado adds a promising james madison defensive end via portal,positive,0.4215,0.4215,0.5,0,no,0,0.0,0.32252499999999995
1860,Analyst predicts Rams player wins award — but not Matthew Stafford,USA,,analyst predicts rams player wins award but not matthew stafford,positive,0.5574,0.5574,0.2,0,no,0,0.0,0.26509
1861,"Cowboys over projected cap, can clear $138.5M in space with 11 moves",USA,,cowboys over projected cap can clear 1385m in space with 11 moves,positive,0.3818,0.3818,0.3833333333333333,0,no,0,0.0,0.2677966666666666
1862,Kooper Ebel third ISU linebacker to transfer to Penn State,USA,,kooper ebel third isu linebacker to transfer to penn state,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1863,This cafe takes orders in sign language. It's cherished by the Deaf community,USA,,this cafe takes orders in sign language its cherished by the deaf community,positive,0.5106,0.5106,0.0,0,no,0,0.0,0.17871
1864,FAA picks firms to replace 612 outdated radar systems air traffic controllers rely on,USA,,faa picks firms to replace 612 outdated radar systems air traffic controllers rely on,neutral,0.0,0.0,0.6333333333333334,0,no,0,0.0,0.22166666666666668
1865,"Seahawks ace final regular-season test, shut down 49ers and enter playoffs as No.1 seed",USA,,seahawks ace final regularseason test shut down 49ers and enter playoffs as no1 seed,neutral,0.0,0.0,0.6444444444444445,0,no,0,0.0,0.22555555555555556
1866,Homeland Security surging more agents to Minneapolis,USA,,homeland security surging more agents to minneapolis,positive,0.34,0.34,0.5,0,no,0,0.0,0.294
1867,Colorado adds uber productive FCS pass rusher to transfer portal haul,USA,,colorado adds uber productive fcs pass rusher to transfer portal haul,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1868,"Jon Jones, Daniel Cormier face off as coaches for 'Alf Reality' series",USA,,jon jones daniel cormier face off as coaches for alf reality series,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1869,"Falcons to speak with former Browns coach Kevin Stefanski, per report",USA,,falcons to speak with former browns coach kevin stefanski per report,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1870,After Black Monday: A New Dawn for Six Franchises,USA,,after black monday a new dawn for six franchises,neutral,0.0,0.0,0.4439393939393939,0,no,0,0.0,0.15537878787878787
1871,Falcons request to interview Seahawks OC Klint Kubiak for head coach,USA,,falcons request to interview seahawks oc klint kubiak for head coach,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1872,How Unrivaled plans to become women's basketball's Champions League,USA,,how unrivaled plans to become womens basketballs champions league,positive,0.5267,0.5267,0.0,0,no,0,0.0,0.18434499999999998
1873,Mike McDaniel says he'll be part of Dolphins' search for new GM,USA,,mike mcdaniel says hell be part of dolphins search for new gm,negative,-0.6808,0.6808,0.4545454545454545,0,no,0,0.0,0.397370909090909
1874,"Judge spares Tennessee lawmaker prison time in corruption case where Trump pardoned ex-speaker, aide",USA,,judge spares tennessee lawmaker prison time in corruption case where trump pardoned exspeaker aide,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
1875,Kickstart your fitness goals with these Target Wellness Week deals,USA,,kickstart your fitness goals with these target wellness week deals,positive,0.6124,0.6124,0.0,0,no,0,0.0,0.21434
1876,Panthers add 2 players from practice squad for regular-season finale,USA,,panthers add 2 players from practice squad for regularseason finale,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1877,"California's open carry ban unconstitutional, appeals court rules",USA,,californias open carry ban unconstitutional appeals court rules,negative,-0.5574,0.5574,0.5,0,no,0,0.0,0.37009
1878,"Ole Miss QB Austin Simmons to enter portal, expected to transfer to Missouri",USA,,ole miss qb austin simmons to enter portal expected to transfer to missouri,negative,-0.1531,0.1531,0.4,0,no,0,0.0,0.19358499999999998
1879,"Diane Crump, the first female jockey to ride in the Kentucky Derby, dies at 77",USA,,diane crump the first female jockey to ride in the kentucky derby dies at 77,neutral,0.0,0.0,0.25,0,no,0,0.0,0.0875
1880,Texas Longhorns TE Jack Endries to enter 2026 NFL Draft,USA,,texas longhorns te jack endries to enter 2026 nfl draft,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1881,"Islam Makhachev, other UFC stars name most anticipated fights of 2026",USA,,islam makhachev other ufc stars name most anticipated fights of 2026,negative,-0.4549,0.4549,0.4375,0,no,0,0.0,0.31233999999999995
1882,"Final Chargers injury report: Who's out, questionable for Week 18",USA,,final chargers injury report whos out questionable for week 18,negative,-0.6124,0.6124,1.0,0,no,0,0.0,0.56434
1883,One player Raiders must re-sign this offseason,USA,,one player raiders must resign this offseason,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
1884,Deal of the Day: The best over-ear headphones are back at their lowest price ever,USA,,deal of the day the best overear headphones are back at their lowest price ever,positive,0.3818,0.3818,0.15,0,no,0,0.0,0.18612999999999996
1885,Google’s TV Streamer is back at its lowest price ever,USA,,googles tv streamer is back at its lowest price ever,negative,-0.3818,0.3818,0.0,0,no,0,0.0,0.13362999999999997
1886,Start the year off with a new reusable bottle: Stanley Quenchers are up to 50% off right now,USA,,start the year off with a new reusable bottle stanley quenchers are up to 50 off right now,neutral,0.0,0.0,0.4951298701298701,0,no,0,0.0,0.17329545454545453
1887,Florida football RB Ja'Kobi Jackson to enter transfer portal,USA,,florida football rb jakobi jackson to enter transfer portal,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1888,Former Ohio State football star says OSU need to fix glaring problem,USA,,former ohio state football star says osu need to fix glaring problem,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
1889,Is J.J. McCarthy playing Sunday? Vikings' injury report good news for Lions,USA,,is jj mccarthy playing sunday vikings injury report good news for lions,positive,0.4404,0.4404,0.6000000000000001,0,no,0,0.0,0.36414
1890,UAB transfer Iverson Hooks schedules visit with Auburn football,USA,,uab transfer iverson hooks schedules visit with auburn football,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1891,Steelers injury updates: Who is in and who is out vs the Ravens?,USA,,steelers injury updates who is in and who is out vs the ravens,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
1892,"Here's the ‘unspoken rule’ Lane Kiffin broke, per Shane Beamer",USA,,heres the unspoken rule lane kiffin broke per shane beamer,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
1893,Russia files diplomatic request asking US to stop pursuing oil tanker | CNN Politics,USA,,russia files diplomatic request asking us to stop pursuing oil tanker cnn politics,negative,-0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
1894,Starting LB Jaden Robinson returning to Florida for 2026 season,USA,,starting lb jaden robinson returning to florida for 2026 season,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
1895,"Full injury report for Joel Embiid, Sixers vs. Knicks to finish trip",USA,,full injury report for joel embiid sixers vs knicks to finish trip,negative,-0.4215,0.4215,0.55,0,no,0,0.0,0.340025
1896,"Helicopter crashes in mountains, crews working to reach remote site: Authorities",USA,,helicopter crashes in mountains crews working to reach remote site authorities,neutral,0.0258,0.0258,0.2,0,no,0,0.0,0.07902999999999999
1897,Saints officially rule out five major contributors for season finale vs Falcons,USA,,saints officially rule out five major contributors for season finale vs falcons,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
1898,"Missing Alabama boy, 4, found dead 2 miles from home: Police",USA,,missing alabama boy 4 found dead 2 miles from home police,negative,-0.7579,0.7579,0.225,0,no,0,0.0,0.34401499999999996
1899,Colorado football offers Appalachian State standout defensive tackle,USA,,colorado football offers appalachian state standout defensive tackle,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1900,Stefon Diggs speaks for first time since felony charges revealed,USA,,stefon diggs speaks for first time since felony charges revealed,negative,-0.6808,0.6808,0.3333333333333333,0,no,0,0.0,0.35494666666666663
1901,Report: Indianapolis Colts assistant coach being hired by Notre Dame,USA,,report indianapolis colts assistant coach being hired by notre dame,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1902,Report: Notre Dame heads to the NFL finding its next DL coach,USA,,report notre dame heads to the nfl finding its next dl coach,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1903,Lions injury report: Penei Sewell among Detroit players out vs. Bears,USA,,lions injury report penei sewell among detroit players out vs bears,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
1904,"Raiders, Chiefs Final Week 18 injury report",USA,,raiders chiefs final week 18 injury report,negative,-0.4215,0.4215,1.0,0,no,0,0.0,0.497525
1905,Penn State's last scholarship quarterback plans to enter the portal,USA,,penn states last scholarship quarterback plans to enter the portal,neutral,0.0,0.0,0.0666666666666666,0,no,0,0.0,0.023333333333333307
1906,Curt Cignetti: 'It's hard to beat a really good football team twice',USA,,curt cignetti its hard to beat a really good football team twice,positive,0.4201,0.4201,0.5708333333333333,0,no,0,0.0,0.3468266666666666
1907,Celtics' Joe Mazzulla wins Coach of the Month for December,USA,,celtics joe mazzulla wins coach of the month for december,positive,0.5719,0.5719,0.2,0,no,0,0.0,0.270165
1908,Notre Dame football star captain will return for ‘The Last Dance’,USA,,notre dame football star captain will return for the last dance,neutral,0.0,0.0,0.0666666666666666,0,no,0,0.0,0.023333333333333307
1909,Georgia football redshirt freshman DT enters transfer portal,USA,,georgia football redshirt freshman dt enters transfer portal,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1910,Michigan State freshman WR announces return to East Lansing,USA,,michigan state freshman wr announces return to east lansing,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1911,Florida Panthers enlist stars for unique cancer fundraiser,USA,,florida panthers enlist stars for unique cancer fundraiser,negative,-0.6597,0.6597,1.0,0,no,0,0.0,0.5808949999999999
1912,Minnesota officials probe child care centers over alleged fraud,USA,,minnesota officials probe child care centers over alleged fraud,negative,-0.1531,0.1531,0.1,0,no,0,0.0,0.088585
